2026-03-28 00:09:01 | INFO     | src.agent.agent_integration | AgentScope框架加载成功
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpeg6bk05z/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpeg6bk05z/test.db
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: 53b0a8d3...
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 删除会话: 53b0a8d3...
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpeg6bk05z/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpzcge6jel/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpzcge6jel/test.db
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: 37153924...
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpzcge6jel/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmphym5x20r/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmphym5x20r/test.db
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: 0d6eba44...
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmphym5x20r/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpn451qa_b/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpn451qa_b/test.db
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: e81487f9...
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpn451qa_b/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmp10vf7t83/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmp10vf7t83/test.db
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: c8177c7a...
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: f55bfb18...
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: 791ebe14...
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmp10vf7t83/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpcr40_p9g/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpcr40_p9g/test.db
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: 51e336d1...
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: 14e0b584...
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: 6ab24d5f...
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: 9580ed35...
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: af91cb3b...
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpcr40_p9g/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmps_tn2m50/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmps_tn2m50/test.db
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 创建会话: 0968c61c...
2026-03-28 00:11:12 | INFO     | src.storage.repositories | 更新会话标题: 0968c61c... -> 新标题
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmps_tn2m50/test.db
2026-03-28 00:11:12 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpt8f9zdwh/test.db
2026-03-28 00:11:13 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpt8f9zdwh/test.db
2026-03-28 00:11:13 | INFO     | src.storage.repositories | 创建会话: a8cec746...
2026-03-28 00:11:13 | INFO     | src.storage.repositories | 创建会话: fd3e8877...
2026-03-28 00:11:13 | INFO     | src.storage.repositories | 清理旧会话: 删除 0 条（30天前）
2026-03-28 00:11:13 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpt8f9zdwh/test.db
2026-03-28 00:11:13 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmp288ts4jh/test.db
2026-03-28 00:11:13 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmp288ts4jh/test.db
2026-03-28 00:11:13 | INFO     | src.storage.repositories | 创建会话: 44f807ed...
2026-03-28 00:11:13 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmp288ts4jh/test.db
2026-03-28 00:11:35 | INFO     | src.agent.agent_integration | AgentScope框架加载成功
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpgb5z15de/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpgb5z15de/test.db
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: aae981e5...
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpgb5z15de/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmp8pak7xb9/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmp8pak7xb9/test.db
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: ccbf9a3a...
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmp8pak7xb9/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpjbrumobm/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpjbrumobm/test.db
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: 0428a63c...
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpjbrumobm/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpykkz12kq/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpykkz12kq/test.db
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: d17b619b...
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: 9a826502...
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpykkz12kq/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmp9ruv2t0v/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmp9ruv2t0v/test.db
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: fef6c56e...
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: b4c1a60a...
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmp9ruv2t0v/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpqprpxkc4/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpqprpxkc4/test.db
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: e72a66c5...
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 删除会话: e72a66c5...
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpqprpxkc4/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmp7h8pp_8a/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmp7h8pp_8a/test.db
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: 5195f73a...
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmp7h8pp_8a/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpvy0ky74c/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpvy0ky74c/test.db
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: 6c35f75e...
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpvy0ky74c/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpzo6pi__3/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpzo6pi__3/test.db
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: 32691f3c...
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 删除会话: 32691f3c...
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpzo6pi__3/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpla8bwha5/test.db
2026-03-28 00:11:35 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpla8bwha5/test.db
2026-03-28 00:11:35 | INFO     | src.storage.repositories | 创建会话: f16ad6bb...
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpla8bwha5/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpy9de6qwy/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpy9de6qwy/test.db
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: 17e623e5...
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpy9de6qwy/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpkl45u0uy/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpkl45u0uy/test.db
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: d5df5bc1...
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpkl45u0uy/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpft9a68jt/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpft9a68jt/test.db
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: c061aca3...
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: b9e7401f...
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: b14bd25b...
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpft9a68jt/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmp84fng3c0/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmp84fng3c0/test.db
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: aaa39997...
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: f2688445...
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: fba8b921...
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: 5dfd1017...
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: cf0fcb6b...
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmp84fng3c0/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmpuksnb0t9/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmpuksnb0t9/test.db
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: edd468af...
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 更新会话标题: edd468af... -> 新标题
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmpuksnb0t9/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmp_xnaqq1w/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmp_xnaqq1w/test.db
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: 269fc2df...
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: 25e94b9c...
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 清理旧会话: 删除 0 条（30天前）
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmp_xnaqq1w/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库引擎创建: /tmp/tmp57zmdfqp/test.db
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库表创建完成: /tmp/tmp57zmdfqp/test.db
2026-03-28 00:11:36 | INFO     | src.storage.repositories | 创建会话: 5fc3b9d1...
2026-03-28 00:11:36 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/tmp57zmdfqp/test.db
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentScope框架加载成功
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.api_key_manager | API密钥管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | Skill管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | MCP服务管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 开始初始化
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentScope可用: True
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | 使用内存模式存储会话历史
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.api_key_manager | API密钥管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 开始初始化
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentScope可用: True
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | 使用内存模式存储会话历史
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | 开始初始化Agent: provider=dashscope, model_name=, base_url=
2026-03-28 00:11:52 | ERROR    | src.agent.agent_integration | 未找到 dashscope 的API密钥
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.api_key_manager | API密钥管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | Skill管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | MCP服务管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 开始初始化
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentScope可用: True
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | 使用内存模式存储会话历史
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.api_key_manager | API密钥管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | Skill管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | MCP服务管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 开始初始化
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentScope可用: True
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | 使用内存模式存储会话历史
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.api_key_manager | API密钥管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | Skill管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | MCP服务管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 开始初始化
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentScope可用: True
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | 使用内存模式存储会话历史
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | 重置Agent...
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | Agent已重置
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.api_key_manager | API密钥管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | Skill管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | MCP服务管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 开始初始化
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentScope可用: True
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | 使用内存模式存储会话历史
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | AgentIntegration 初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.agent_integration | ==================================================
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | Skill管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | 添加Skill: test_skill
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | Skill管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | 添加Skill: test_skill
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | Skill管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | 添加Skill: to_delete
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | 删除Skill: to_delete
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | Skill管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | 添加Skill: test_skill
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | 禁用Skill: test_skill
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | 启用Skill: test_skill
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | Skill管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | 添加Skill: enabled_skill
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | 添加Skill: disabled_skill
2026-03-28 00:11:52 | INFO     | src.agent.skill_manager | 禁用Skill: disabled_skill
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | MCP服务管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | 添加stdio MCP服务器: test_stdio
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | MCP服务管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | 添加http MCP服务器: test_http
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库引擎创建: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.storage.database | 数据库表创建完成: :memory:
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | MCP服务管理器初始化完成
2026-03-28 00:11:52 | INFO     | src.agent.mcp_server_manager | 添加http MCP服务器: to_delete
